asset,frequency,model_family,regime,target,feature_id,n,sample_start,sample_end,calendar,calendar_assumption,close_time_assumption,p_value,fdr_q_value
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,qqq_ret,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0037020828496816,0.0148083313987264
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,spy_ret,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0069772724291197,0.0186060598109859
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,iwm_ret,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,9.197413276900676e-11,7.35793062152054e-10
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,dxy_ret,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.198135102115747,0.2506009322084691
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,gold_ret,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.2192758156824105,0.2506009322084691
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,vix_d1,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.129885061552689,0.2375562202453804
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,real_yield_d1,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.4628905590881264,0.4628905590881264
BTC,daily,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,nominal_10y_d1,436,2024-01-11,2026-04-10,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1484726376533628,0.2375562202453804
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,qqq_ret,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0004765922869241,0.0012709127651311
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,spy_ret,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.000204987349438,0.0008199493977521
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,iwm_ret,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,4.030316200772901e-06,3.224252960618321e-05
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,dxy_ret,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3045758668251199,0.3480867049429942
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,gold_ret,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.6530239828132696,0.6530239828132696
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,vix_d1,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1649920805973167,0.2199894407964223
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,real_yield_d1,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0186581225229243,0.029852996036679
BTC,weekly,long_sample_contemporaneous_exposure,full_common_sample,btc_ret,nominal_10y_d1,327,2020-01-10,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0039750682500865,0.0079501365001731
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,qqq_ret,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0011268302413258,0.0053871007568082
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,spy_ret,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0015545558667039,0.0053871007568082
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,iwm_ret,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0020201627838031,0.0053871007568082
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,dxy_ret,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.8571519770616739,0.8571519770616739
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,gold_ret,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.2057944403450203,0.2351936461085947
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,vix_d1,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0664274043453459,0.0885698724604612
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,real_yield_d1,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0504084309909835,0.0806534895855736
BTC,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,btc_ret,nominal_10y_d1,209,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0145690414642128,0.0291380829284256
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,qqq_ret,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0429788351335708,0.1146102270228556
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,spy_ret,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.012201250221002,0.0488050008840082
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,iwm_ret,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,5.227028656534847e-07,4.181622925227877e-06
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,dxy_ret,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1909725769189331,0.3260287726484144
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,gold_ret,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.2181543316336953,0.3260287726484144
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,vix_d1,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3620562688359344,0.4137785929553536
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,real_yield_d1,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.556400130609455,0.556400130609455
BTC,weekly,long_sample_contemporaneous_exposure,btc_etf_era,btc_ret,nominal_10y_d1,118,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.2445215794863108,0.3260287726484144
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,stablecoin_supply_growth_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0943976179232071,0.2202611084874834
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,valuation_sensitive_defi_tvl_growth_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.2428318042099095,0.4249556573673417
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,fear_greed_altme_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0911002817926757,0.2202611084874834
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,fear_greed_change_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3895385237344277,0.5453539332281989
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_oi_to_mcap_growth_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.5822163189386873,0.6792523720951351
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_funding_z_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.7881246643674598,0.7881246643674598
BTC,daily,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_exchange_netflow_scaled_lag1,2263,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0751232073489032,0.2202611084874834
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,stablecoin_supply_growth_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.5067616366046659,0.8362392786039982
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,valuation_sensitive_defi_tvl_growth_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.7362096112688673,0.8362392786039982
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,fear_greed_altme_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3842569375004769,0.8362392786039982
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,fear_greed_change_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1025173482745465,0.6642521188244972
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_oi_to_mcap_growth_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.189786319664142,0.6642521188244972
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_funding_z_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.6712207692988001,0.8362392786039982
BTC,weekly,long_sample_lagged_state_association,full_common_sample,btc_ret,btc_exchange_netflow_scaled_lag1,323,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.836239278603998,0.8362392786039982
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,qqq_ret,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0219184543885058,0.0745227449209199
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,spy_ret,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0114783223284219,0.0539513540365085
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,iwm_ret,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,3.052846016971864e-08,2.594919114426085e-07
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,dxy_ret,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1610267017242426,0.248859448119284
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,gold_ret,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0726620343243296,0.1764649405019433
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,vix_d1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0426635469311114,0.1208800496381491
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,real_yield_d1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3634798987373613,0.4119438852356761
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,nominal_10y_d1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1323945332399388,0.2357085217897777
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,btc_etf_flow_intensity_lag0,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,4.167211595655926e-13,7.084259712615074e-12
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,btc_etf_flow_intensity_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.0126944362438843,0.0539513540365085
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,stablecoin_supply_growth_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.3259795175771587,0.3958322713436927
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,valuation_sensitive_defi_tvl_growth_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1350349008952502,0.2357085217897777
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,fear_greed_altme_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1386520716410457,0.2357085217897777
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,fear_greed_change_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.272776324860581,0.3567075017407598
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,btc_oi_to_mcap_growth_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.1767148186525414,0.2503459930911004
BTC,daily,etf_era_augmented,btc_etf_era,btc_ret,btc_funding_z_lag1,434,2024-01-17,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,0.5958438092886795,0.5958438092886795
