date,asset,window_days,feature_id,feature_label,beta,correlation,sample_count,n,timing,calendar,calendar_assumption,close_time_assumption
2020-08-11,BTC,180,qqq_ret,QQQ return,1.035308160876515,0.4669425082879341,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,spy_ret,SPY return,0.997778487662932,0.4475229789058868,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,dxy_ret,DXY return,-2.8361766322058,-0.2454524189321197,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,gold_ret,Gold return,1.625299569383491,0.3469632159549546,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,vix_d1,VIX change,-0.0070956784677271,-0.5386486376320964,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,real_yield_d1,Real-yield change,-0.0654121013591052,-0.078422643325225,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-11,BTC,180,nominal_10y_d1,10Y yield change,0.0090597856419862,0.0098006125789664,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,qqq_ret,QQQ return,1.0507315816664542,0.4747828712383667,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,spy_ret,SPY return,1.001990465140456,0.4496735541784893,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,dxy_ret,DXY return,-2.899174049724144,-0.2554529039381343,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,gold_ret,Gold return,1.474630996702384,0.3490864240624882,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,vix_d1,VIX change,-0.0072258968694592,-0.5474655476485157,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,real_yield_d1,Real-yield change,-0.0643854875403986,-0.0780185363882134,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-08-25,BTC,180,nominal_10y_d1,10Y yield change,0.0055784331412777,0.0060665795082412,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,qqq_ret,QQQ return,1.2874481690778103,0.5311444989090939,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,spy_ret,SPY return,1.2462290599015655,0.5025667712214533,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,dxy_ret,DXY return,-3.515960262064448,-0.2855911061861408,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,gold_ret,Gold return,1.669908016121221,0.3748271799471013,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,vix_d1,VIX change,-0.0089690665396093,-0.6179519250949949,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,real_yield_d1,Real-yield change,-0.0785930221853328,-0.0888026577419584,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-08,BTC,180,nominal_10y_d1,10Y yield change,0.0174825407613454,0.0161944507030133,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,qqq_ret,QQQ return,0.7782474669130025,0.3834507081501102,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,spy_ret,SPY return,0.8019173190434915,0.3585962895595357,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,dxy_ret,DXY return,-2.306649758579027,-0.2441155183737461,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,gold_ret,Gold return,1.2460793781960375,0.3883317673790186,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,vix_d1,VIX change,-0.0055585533078868,-0.3817707180851376,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,real_yield_d1,Real-yield change,-0.1220874685187146,-0.1209939709532979,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-09-22,BTC,180,nominal_10y_d1,10Y yield change,0.1137514417812718,0.1169896212978924,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,qqq_ret,QQQ return,0.708100221927242,0.3305814553567577,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,spy_ret,SPY return,0.819288149346863,0.3192172870391101,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,dxy_ret,DXY return,-1.8428862066844736,-0.1924078292178672,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,gold_ret,Gold return,1.204865439929037,0.3798965879041057,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,vix_d1,VIX change,-0.0053860212123264,-0.3482447008281481,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,real_yield_d1,Real-yield change,-0.0738861227809614,-0.0695883083886302,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-06,BTC,180,nominal_10y_d1,10Y yield change,0.0996261637549596,0.1022174002460231,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,qqq_ret,QQQ return,0.6827207061521787,0.3200455948491025,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,spy_ret,SPY return,0.832800023339486,0.3178129951158664,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,dxy_ret,DXY return,-1.634624612917997,-0.1776925179245957,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,gold_ret,Gold return,1.3168011920514602,0.4182876766234215,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,vix_d1,VIX change,-0.0051559750673727,-0.3313890467518617,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,real_yield_d1,Real-yield change,-0.1687884228043558,-0.1408120070274126,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-10-20,BTC,180,nominal_10y_d1,10Y yield change,0.0742058416987782,0.0746140458647509,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,qqq_ret,QQQ return,0.6061778724312955,0.2957818876389879,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,spy_ret,SPY return,0.7270853382506733,0.2887070658988797,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,dxy_ret,DXY return,-1.0594393070665742,-0.1207685476562864,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,gold_ret,Gold return,1.2975289389083362,0.42523255728895,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,vix_d1,VIX change,-0.0048310539879208,-0.3269376669620482,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,real_yield_d1,Real-yield change,-0.1819421839738668,-0.1497138552203284,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-03,BTC,180,nominal_10y_d1,10Y yield change,0.0791438914045746,0.0820957354163316,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,qqq_ret,QQQ return,0.7186388589631724,0.3761077854708248,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,spy_ret,SPY return,0.938258347021438,0.3780469269991853,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,dxy_ret,DXY return,-1.0855016881734718,-0.1301416151714603,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,gold_ret,Gold return,1.1728749091478232,0.4262657202769453,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,vix_d1,VIX change,-0.005587497767333,-0.3872078404581676,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,real_yield_d1,Real-yield change,-0.1233415316917557,-0.1063850691890351,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-11-17,BTC,180,nominal_10y_d1,10Y yield change,0.134930787512457,0.1537143777079475,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,qqq_ret,QQQ return,0.7040157277230624,0.3685497237217319,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,spy_ret,SPY return,0.8923460889818466,0.3590638641218995,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,dxy_ret,DXY return,-0.9915864773217152,-0.1117074922616545,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,gold_ret,Gold return,1.0133814004013726,0.3673681435252096,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,vix_d1,VIX change,-0.0057940648268277,-0.3994958597221456,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,real_yield_d1,Real-yield change,-0.1103797737318934,-0.0933362739954185,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-01,BTC,180,nominal_10y_d1,10Y yield change,0.1159265207625099,0.1292304376110728,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,qqq_ret,QQQ return,0.6210193551663762,0.3052147840263036,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,spy_ret,SPY return,0.8390438218300168,0.2900240495755212,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,dxy_ret,DXY return,-0.8250696765491912,-0.0874949303106354,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,gold_ret,Gold return,0.8629352016656068,0.3083005444958379,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,vix_d1,VIX change,-0.0061511950461662,-0.3383057241133824,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
2020-12-15,BTC,180,real_yield_d1,Real-yield change,-0.1710335344776652,-0.1307310878819337,180,180,contemporaneous,tradfi_business_daily,BTC/ETH returns are computed between consecutive common TradFi business-date closes; TradFi returns/changes use the same business dates.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.
